Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Messaging\NBB.Messaging.JetStream\NBB.Messaging.JetStream.csproj,File,src\Messaging\NBB.Messaging.JetStream\NBB.Messaging.JetStream.csproj,,,Microsoft.Extensions.Logging.Abstractions 9.0.0,,,,,"Microsoft.Extensions.Logging.Abstractions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Logging.Abstractions, and replace with new package Microsoft.Extensions.Logging.Abstractions 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Messaging\NBB.Messaging.JetStream\NBB.Messaging.JetStream.csproj,File,src\Messaging\NBB.Messaging.JetStream\NBB.Messaging.JetStream.csproj,,,Microsoft.Extensions.Hosting.Abstractions 9.0.0,,,,,"Microsoft.Extensions.Hosting.Abstractions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Hosting.Abstractions, and replace with new package Microsoft.Extensions.Hosting.Abstractions 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Messaging\NBB.Messaging.JetStream\NBB.Messaging.JetStream.csproj,File,src\Messaging\NBB.Messaging.JetStream\NBB.Messaging.JetStream.csproj,,,Microsoft.Extensions.Options.ConfigurationExtensions 9.0.0,,,,,"Microsoft.Extensions.Options.ConfigurationExtensions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Options.ConfigurationExtensions, and replace with new package Microsoft.Extensions.Options.ConfigurationExtensions 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Messaging\NBB.Messaging.JetStream\NBB.Messaging.JetStream.csproj,File,src\Messaging\NBB.Messaging.JetStream\NBB.Messaging.JetStream.csproj,,,Newtonsoft.Json 13.0.3,,,,,"Newtonsoft.Json, 13.0.3  Recommendation:  Remove Newtonsoft.Json, and replace with new package Newtonsoft.Json 13.0.4"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Messaging\NBB.Messaging.JetStream\NBB.Messaging.JetStream.csproj,File,src\Messaging\NBB.Messaging.JetStream\NBB.Messaging.JetStream.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Messaging\NBB.Messaging.JetStream\NBB.Messaging.JetStream.csproj,File,src\Messaging\NBB.Messaging.JetStream\JetStreamMessagingTransport.cs,53,8,"M:System.TimeSpan.FromMilliseconds(System.Int64,System.Int64)",,,,,cc.AckWait = TimeSpan.FromMilliseconds(subscriberOptions.AckWait ?? _natsOptions.Value.AckWait ?? 50000);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Messaging\NBB.Messaging.JetStream\NBB.Messaging.JetStream.csproj,File,src\Messaging\NBB.Messaging.JetStream\DependencyInjectionExtensions.cs,15,12,"M:Microsoft.Extensions.DependencyInjection.OptionsConfigurationServiceCollectionExtensions.Configure``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,Microsoft.Extensions.Configuration.IConfiguration)",,,,,"services.Configure<JetStreamOptions>(configuration.GetSection(""Messaging"").GetSection(""JetStream""));"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Messaging\NBB.Messaging.MultiTenancy\NBB.Messaging.MultiTenancy.csproj,File,src\Messaging\NBB.Messaging.MultiTenancy\NBB.Messaging.MultiTenancy.csproj,,,Microsoft.Extensions.DependencyInjection.Abstractions 9.0.0,,,,,"Microsoft.Extensions.DependencyInjection.Abstractions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.DependencyInjection.Abstractions, and replace with new package Microsoft.Extensions.DependencyInjection.Abstractions 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Messaging\NBB.Messaging.MultiTenancy\NBB.Messaging.MultiTenancy.csproj,File,src\Messaging\NBB.Messaging.MultiTenancy\NBB.Messaging.MultiTenancy.csproj,,,Microsoft.Extensions.Options 9.0.0,,,,,"Microsoft.Extensions.Options, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Options, and replace with new package Microsoft.Extensions.Options 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Messaging\NBB.Messaging.MultiTenancy\NBB.Messaging.MultiTenancy.csproj,File,src\Messaging\NBB.Messaging.MultiTenancy\NBB.Messaging.MultiTenancy.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Messaging\NBB.Messaging.MultiTenancy\NBB.Messaging.MultiTenancy.csproj,File,src\Messaging\NBB.Messaging.MultiTenancy\DependencyInjectionExtensions.cs,13,12,T:Microsoft.Extensions.DependencyInjection.ServiceCollectionExtensions,,,,,"services.Decorate<IMessageBusPublisher, MultiTenancyMessageBusPublisherDecorator>();"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,test\UnitTests\Messaging\NBB.Messaging.MultiTenancy.Tests\NBB.Messaging.MultiTenancy.Tests.csproj,File,test\UnitTests\Messaging\NBB.Messaging.MultiTenancy.Tests\NBB.Messaging.MultiTenancy.Tests.csproj,,,Microsoft.Extensions.Options 9.0.0,,,,,"Microsoft.Extensions.Options, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Options, and replace with new package Microsoft.Extensions.Options 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,test\UnitTests\Messaging\NBB.Messaging.MultiTenancy.Tests\NBB.Messaging.MultiTenancy.Tests.csproj,File,test\UnitTests\Messaging\NBB.Messaging.MultiTenancy.Tests\NBB.Messaging.MultiTenancy.Tests.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Messaging\NBB.Messaging.Nats\NBB.Messaging.Nats.csproj,File,src\Messaging\NBB.Messaging.Nats\NBB.Messaging.Nats.csproj,,,Microsoft.Extensions.Configuration.Abstractions 9.0.0,,,,,"Microsoft.Extensions.Configuration.Abstractions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.Abstractions, and replace with new package Microsoft.Extensions.Configuration.Abstractions 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Messaging\NBB.Messaging.Nats\NBB.Messaging.Nats.csproj,File,src\Messaging\NBB.Messaging.Nats\NBB.Messaging.Nats.csproj,,,Microsoft.Extensions.Configuration.Binder 9.0.0,,,,,"Microsoft.Extensions.Configuration.Binder, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.Binder, and replace with new package Microsoft.Extensions.Configuration.Binder 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Messaging\NBB.Messaging.Nats\NBB.Messaging.Nats.csproj,File,src\Messaging\NBB.Messaging.Nats\NBB.Messaging.Nats.csproj,,,Microsoft.Extensions.DependencyInjection.Abstractions 9.0.0,,,,,"Microsoft.Extensions.DependencyInjection.Abstractions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.DependencyInjection.Abstractions, and replace with new package Microsoft.Extensions.DependencyInjection.Abstractions 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Messaging\NBB.Messaging.Nats\NBB.Messaging.Nats.csproj,File,src\Messaging\NBB.Messaging.Nats\NBB.Messaging.Nats.csproj,,,Microsoft.Extensions.Logging.Abstractions 9.0.0,,,,,"Microsoft.Extensions.Logging.Abstractions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Logging.Abstractions, and replace with new package Microsoft.Extensions.Logging.Abstractions 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Messaging\NBB.Messaging.Nats\NBB.Messaging.Nats.csproj,File,src\Messaging\NBB.Messaging.Nats\NBB.Messaging.Nats.csproj,,,Microsoft.Extensions.Hosting.Abstractions 9.0.0,,,,,"Microsoft.Extensions.Hosting.Abstractions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Hosting.Abstractions, and replace with new package Microsoft.Extensions.Hosting.Abstractions 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Messaging\NBB.Messaging.Nats\NBB.Messaging.Nats.csproj,File,src\Messaging\NBB.Messaging.Nats\NBB.Messaging.Nats.csproj,,,Microsoft.Extensions.Options.ConfigurationExtensions 9.0.0,,,,,"Microsoft.Extensions.Options.ConfigurationExtensions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Options.ConfigurationExtensions, and replace with new package Microsoft.Extensions.Options.ConfigurationExtensions 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Messaging\NBB.Messaging.Nats\NBB.Messaging.Nats.csproj,File,src\Messaging\NBB.Messaging.Nats\NBB.Messaging.Nats.csproj,,,Newtonsoft.Json 13.0.3,,,,,"Newtonsoft.Json, 13.0.3  Recommendation:  Remove Newtonsoft.Json, and replace with new package Newtonsoft.Json 13.0.4"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,src\Messaging\NBB.Messaging.Nats\NBB.Messaging.Nats.csproj,File,src\Messaging\NBB.Messaging.Nats\NBB.Messaging.Nats.csproj,,,STAN.Client 0.3.0,,,,,"STAN.Client, 0.3.0  Recommendation:  The NATS Streaming Server has reached the end of its lifecycle and is now deprecated. NATS-enabled applications requiring persistence should use JetStream. Remove STAN.Client, and replace with new package STAN.Client, 0.3.0"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Messaging\NBB.Messaging.Nats\NBB.Messaging.Nats.csproj,File,src\Messaging\NBB.Messaging.Nats\NBB.Messaging.Nats.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Messaging\NBB.Messaging.Nats\NBB.Messaging.Nats.csproj,File,src\Messaging\NBB.Messaging.Nats\DependencyInjectionExtensions.cs,15,12,"M:Microsoft.Extensions.DependencyInjection.OptionsConfigurationServiceCollectionExtensions.Configure``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,Microsoft.Extensions.Configuration.IConfiguration)",,,,,"services.Configure<NatsOptions>(configuration.GetSection(""Messaging"").GetSection(""Nats""));"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Messaging\NBB.Messaging.Noop\NBB.Messaging.Noop.csproj,File,src\Messaging\NBB.Messaging.Noop\NBB.Messaging.Noop.csproj,,,Microsoft.Extensions.DependencyInjection.Abstractions 9.0.0,,,,,"Microsoft.Extensions.DependencyInjection.Abstractions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.DependencyInjection.Abstractions, and replace with new package Microsoft.Extensions.DependencyInjection.Abstractions 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Messaging\NBB.Messaging.Noop\NBB.Messaging.Noop.csproj,File,src\Messaging\NBB.Messaging.Noop\NBB.Messaging.Noop.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Messaging\NBB.Messaging.OpenTelemetry\NBB.Messaging.OpenTelemetry.csproj,File,src\Messaging\NBB.Messaging.OpenTelemetry\NBB.Messaging.OpenTelemetry.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Messaging\NBB.Messaging.OpenTelemetry\NBB.Messaging.OpenTelemetry.csproj,File,src\Messaging\NBB.Messaging.OpenTelemetry\Subscriber\OpenTelemetrySubscriberDecorator.cs,43,16,"M:System.Diagnostics.ActivitySource.StartActivity(System.String,System.Diagnostics.ActivityKind,System.Diagnostics.ActivityContext,System.Collections.Generic.IEnumerable{System.Collections.Generic.KeyValuePair{System.String,System.Object}},System.Collections.Generic.IEnumerable{System.Diagnostics.ActivityLink},System.DateTimeOffset)",,,,,"using var activity = activitySource.StartActivity(activityName, ActivityKind.Consumer, parentContext.ActivityContext);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Messaging\NBB.Messaging.OpenTelemetry\NBB.Messaging.OpenTelemetry.csproj,File,src\Messaging\NBB.Messaging.OpenTelemetry\Publisher\OpenTelemetryPublisherDecorator.cs,51,12,"M:System.Diagnostics.ActivitySource.StartActivity(System.String,System.Diagnostics.ActivityKind)",,,,,"using var activity = activitySource.StartActivity(operationName, ActivityKind.Producer);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Messaging\NBB.Messaging.OpenTelemetry\NBB.Messaging.OpenTelemetry.csproj,File,src\Messaging\NBB.Messaging.OpenTelemetry\TracerProviderBuilderExtensions.cs,26,20,T:Microsoft.Extensions.DependencyInjection.ServiceCollectionExtensions,,,,,"services.Decorate<IMessageBusSubscriber, OpenTelemetrySubscriberDecorator>();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Messaging\NBB.Messaging.OpenTelemetry\NBB.Messaging.OpenTelemetry.csproj,File,src\Messaging\NBB.Messaging.OpenTelemetry\TracerProviderBuilderExtensions.cs,25,20,T:Microsoft.Extensions.DependencyInjection.ServiceCollectionExtensions,,,,,"services.Decorate<IMessageBusPublisher, OpenTelemetryPublisherDecorator>();"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Messaging\NBB.Messaging.Rusi\NBB.Messaging.Rusi.csproj,File,src\Messaging\NBB.Messaging.Rusi\NBB.Messaging.Rusi.csproj,,,Microsoft.Extensions.Configuration.Abstractions 9.0.0,,,,,"Microsoft.Extensions.Configuration.Abstractions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.Abstractions, and replace with new package Microsoft.Extensions.Configuration.Abstractions 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Messaging\NBB.Messaging.Rusi\NBB.Messaging.Rusi.csproj,File,src\Messaging\NBB.Messaging.Rusi\NBB.Messaging.Rusi.csproj,,,Microsoft.Extensions.Configuration.Binder 9.0.0,,,,,"Microsoft.Extensions.Configuration.Binder, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.Binder, and replace with new package Microsoft.Extensions.Configuration.Binder 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Messaging\NBB.Messaging.Rusi\NBB.Messaging.Rusi.csproj,File,src\Messaging\NBB.Messaging.Rusi\NBB.Messaging.Rusi.csproj,,,Microsoft.Extensions.DependencyInjection.Abstractions 9.0.0,,,,,"Microsoft.Extensions.DependencyInjection.Abstractions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.DependencyInjection.Abstractions, and replace with new package Microsoft.Extensions.DependencyInjection.Abstractions 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Messaging\NBB.Messaging.Rusi\NBB.Messaging.Rusi.csproj,File,src\Messaging\NBB.Messaging.Rusi\NBB.Messaging.Rusi.csproj,,,Microsoft.Extensions.Logging.Abstractions 9.0.0,,,,,"Microsoft.Extensions.Logging.Abstractions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Logging.Abstractions, and replace with new package Microsoft.Extensions.Logging.Abstractions 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Messaging\NBB.Messaging.Rusi\NBB.Messaging.Rusi.csproj,File,src\Messaging\NBB.Messaging.Rusi\NBB.Messaging.Rusi.csproj,,,Microsoft.Extensions.Hosting.Abstractions 9.0.0,,,,,"Microsoft.Extensions.Hosting.Abstractions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Hosting.Abstractions, and replace with new package Microsoft.Extensions.Hosting.Abstractions 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Messaging\NBB.Messaging.Rusi\NBB.Messaging.Rusi.csproj,File,src\Messaging\NBB.Messaging.Rusi\NBB.Messaging.Rusi.csproj,,,Microsoft.Extensions.Options.ConfigurationExtensions 9.0.0,,,,,"Microsoft.Extensions.Options.ConfigurationExtensions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Options.ConfigurationExtensions, and replace with new package Microsoft.Extensions.Options.ConfigurationExtensions 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Messaging\NBB.Messaging.Rusi\NBB.Messaging.Rusi.csproj,File,src\Messaging\NBB.Messaging.Rusi\NBB.Messaging.Rusi.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Messaging\NBB.Messaging.Rusi\NBB.Messaging.Rusi.csproj,File,src\Messaging\NBB.Messaging.Rusi\obj\Debug\net9.0\protos\Rusi.cs,24,6,M:System.String.Concat(System.ReadOnlySpan{System.String}),,,,,"byte[] descriptorData = global::System.Convert.FromBase64String(           string.Concat(             ""ChFwcm90b3MvcnVzaS5wcm90bxIVcnVzaS5wcm90by5ydW50aW1lLnYxGhtn"",             ""b29nbGUvcHJvdG9idWYvZW1wdHkucHJvdG8aHmdvb2dsZS9wcm90b2J1Zi9k"",             ""dXJhdGlvbi5wcm90bxoeZ29vZ2xlL3Byb3RvYnVmL3dyYXBwZXJzLnByb3Rv"",             ""IuMBCg5QdWJsaXNoUmVxdWVzdBITCgtwdWJzdWJfbmFtZRgBIAEoCRINCgV0"",             ""b3BpYxgCIAEoCRIMCgRkYXRhGAMgASgMEgwKBHR5cGUYBCABKAkSGQoRZGF0"",             ""YV9jb250ZW50X3R5cGUYBSABKAkSRQoIbWV0YWRhdGEYBiADKAsyMy5ydXNp"",             ""LnByb3RvLnJ1bnRpbWUudjEuUHVibGlzaFJlcXVlc3QuTWV0YWRhdGFFbnRy"",             ""eRovCg1NZXRhZGF0YUVudHJ5EgsKA2tleRgBIAEoCRINCgV2YWx1ZRgCIAEo"",             ""CToCOAEipwEKEFN1YnNjcmliZVJlcXVlc3QSSgoUc3Vic2NyaXB0aW9uX3Jl"",             ""cXVlc3QYASABKAsyKi5ydXNpLnByb3RvLnJ1bnRpbWUudjEuU3Vic2NyaXB0"",             ""aW9uUmVxdWVzdEgAEjgKC2Fja19yZXF1ZXN0GAIgASgLMiEucnVzaS5wcm90"",             ""by5ydW50aW1lLnYxLkFja1JlcXVlc3RIAEINCgtSZXF1ZXN0VHlwZSIvCgpB"",             ""Y2tSZXF1ZXN0EhIKCm1lc3NhZ2VfaWQYASABKAkSDQoFZXJyb3IYAiABKAki"",             ""dgoTU3Vic2NyaXB0aW9uUmVxdWVzdBITCgtwdWJzdWJfbmFtZRgBIAEoCRIN"",             ""CgV0b3BpYxgCIAEoCRI7CgdvcHRpb25zGAMgASgLMioucnVzaS5wcm90by5y"",             ""dW50aW1lLnYxLlN1YnNjcmlwdGlvbk9wdGlvbnMilgIKE1N1YnNjcmlwdGlv"",             ""bk9wdGlvbnMSKwoHZHVyYWJsZRgBIAEoCzIaLmdvb2dsZS5wcm90b2J1Zi5C"",             ""b29sVmFsdWUSKgoGcUdyb3VwGAIgASgLMhouZ29vZ2xlLnByb3RvYnVmLkJv"",             ""b2xWYWx1ZRI6ChVtYXhDb25jdXJyZW50TWVzc2FnZXMYAyABKAsyGy5nb29n"",             ""bGUucHJvdG9idWYuSW50MzJWYWx1ZRI6ChZkZWxpdmVyTmV3TWVzc2FnZXNP"",             ""bmx5GAQgASgLMhouZ29vZ2xlLnByb3RvYnVmLkJvb2xWYWx1ZRIuCgthY2tX"",             ""YWl0VGltZRgFIAEoCzIZLmdvb2dsZS5wcm90b2J1Zi5EdXJhdGlvbiKkAQoP"",             ""UmVjZWl2ZWRNZXNzYWdlEgoKAmlkGAEgASgJEgwKBGRhdGEYAiABKAwSRgoI"",             ""bWV0YWRhdGEYAyADKAsyNC5ydXNpLnByb3RvLnJ1bnRpbWUudjEuUmVjZWl2"",             ""ZWRNZXNzYWdlLk1ldGFkYXRhRW50cnkaLwoNTWV0YWRhdGFFbnRyeRILCgNr"",             ""ZXkYASABKAkSDQoFdmFsdWUYAiABKAk6AjgBMrIBCgRSdXNpEkgKB1B1Ymxp"",             ""c2gSJS5ydXNpLnByb3RvLnJ1bnRpbWUudjEuUHVibGlzaFJlcXVlc3QaFi5n"",             ""b29nbGUucHJvdG9idWYuRW1wdHkSYAoJU3Vic2NyaWJlEicucnVzaS5wcm90"",             ""by5ydW50aW1lLnYxLlN1YnNjcmliZVJlcXVlc3QaJi5ydXNpLnByb3RvLnJ1"",             ""bnRpbWUudjEuUmVjZWl2ZWRNZXNzYWdlKAEwAUIhWhRwa2cvcHJvdG8vcnVu"",             ""dGltZS92MaoCCFByb3RvLlYxYgZwcm90bzM=""));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Messaging\NBB.Messaging.Rusi\NBB.Messaging.Rusi.csproj,File,src\Messaging\NBB.Messaging.Rusi\obj\Debug\net9.0\protos\Rusi.cs,24,6,M:System.String.Concat(System.ReadOnlySpan{System.String}),,,,,"byte[] descriptorData = global::System.Convert.FromBase64String(           string.Concat(             ""ChFwcm90b3MvcnVzaS5wcm90bxIVcnVzaS5wcm90by5ydW50aW1lLnYxGhtn"",             ""b29nbGUvcHJvdG9idWYvZW1wdHkucHJvdG8aHmdvb2dsZS9wcm90b2J1Zi9k"",             ""dXJhdGlvbi5wcm90bxoeZ29vZ2xlL3Byb3RvYnVmL3dyYXBwZXJzLnByb3Rv"",             ""IuMBCg5QdWJsaXNoUmVxdWVzdBITCgtwdWJzdWJfbmFtZRgBIAEoCRINCgV0"",             ""b3BpYxgCIAEoCRIMCgRkYXRhGAMgASgMEgwKBHR5cGUYBCABKAkSGQoRZGF0"",             ""YV9jb250ZW50X3R5cGUYBSABKAkSRQoIbWV0YWRhdGEYBiADKAsyMy5ydXNp"",             ""LnByb3RvLnJ1bnRpbWUudjEuUHVibGlzaFJlcXVlc3QuTWV0YWRhdGFFbnRy"",             ""eRovCg1NZXRhZGF0YUVudHJ5EgsKA2tleRgBIAEoCRINCgV2YWx1ZRgCIAEo"",             ""CToCOAEipwEKEFN1YnNjcmliZVJlcXVlc3QSSgoUc3Vic2NyaXB0aW9uX3Jl"",             ""cXVlc3QYASABKAsyKi5ydXNpLnByb3RvLnJ1bnRpbWUudjEuU3Vic2NyaXB0"",             ""aW9uUmVxdWVzdEgAEjgKC2Fja19yZXF1ZXN0GAIgASgLMiEucnVzaS5wcm90"",             ""by5ydW50aW1lLnYxLkFja1JlcXVlc3RIAEINCgtSZXF1ZXN0VHlwZSIvCgpB"",             ""Y2tSZXF1ZXN0EhIKCm1lc3NhZ2VfaWQYASABKAkSDQoFZXJyb3IYAiABKAki"",             ""dgoTU3Vic2NyaXB0aW9uUmVxdWVzdBITCgtwdWJzdWJfbmFtZRgBIAEoCRIN"",             ""CgV0b3BpYxgCIAEoCRI7CgdvcHRpb25zGAMgASgLMioucnVzaS5wcm90by5y"",             ""dW50aW1lLnYxLlN1YnNjcmlwdGlvbk9wdGlvbnMilgIKE1N1YnNjcmlwdGlv"",             ""bk9wdGlvbnMSKwoHZHVyYWJsZRgBIAEoCzIaLmdvb2dsZS5wcm90b2J1Zi5C"",             ""b29sVmFsdWUSKgoGcUdyb3VwGAIgASgLMhouZ29vZ2xlLnByb3RvYnVmLkJv"",             ""b2xWYWx1ZRI6ChVtYXhDb25jdXJyZW50TWVzc2FnZXMYAyABKAsyGy5nb29n"",             ""bGUucHJvdG9idWYuSW50MzJWYWx1ZRI6ChZkZWxpdmVyTmV3TWVzc2FnZXNP"",             ""bmx5GAQgASgLMhouZ29vZ2xlLnByb3RvYnVmLkJvb2xWYWx1ZRIuCgthY2tX"",             ""YWl0VGltZRgFIAEoCzIZLmdvb2dsZS5wcm90b2J1Zi5EdXJhdGlvbiKkAQoP"",             ""UmVjZWl2ZWRNZXNzYWdlEgoKAmlkGAEgASgJEgwKBGRhdGEYAiABKAwSRgoI"",             ""bWV0YWRhdGEYAyADKAsyNC5ydXNpLnByb3RvLnJ1bnRpbWUudjEuUmVjZWl2"",             ""ZWRNZXNzYWdlLk1ldGFkYXRhRW50cnkaLwoNTWV0YWRhdGFFbnRyeRILCgNr"",             ""ZXkYASABKAkSDQoFdmFsdWUYAiABKAk6AjgBMrIBCgRSdXNpEkgKB1B1Ymxp"",             ""c2gSJS5ydXNpLnByb3RvLnJ1bnRpbWUudjEuUHVibGlzaFJlcXVlc3QaFi5n"",             ""b29nbGUucHJvdG9idWYuRW1wdHkSYAoJU3Vic2NyaWJlEicucnVzaS5wcm90"",             ""by5ydW50aW1lLnYxLlN1YnNjcmliZVJlcXVlc3QaJi5ydXNpLnByb3RvLnJ1"",             ""bnRpbWUudjEuUmVjZWl2ZWRNZXNzYWdlKAEwAUIhWhRwa2cvcHJvdG8vcnVu"",             ""dGltZS92MaoCCFByb3RvLlYxYgZwcm90bzM=""));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Messaging\NBB.Messaging.Rusi\NBB.Messaging.Rusi.csproj,File,src\Messaging\NBB.Messaging.Rusi\DependencyInjectionExtensions.cs,38,20,M:System.TimeSpan.FromSeconds(System.Int64),,,,,"options.ServiceConfig = new ServiceConfig                      {                          MethodConfigs =                          {                              new MethodConfig()                              {                                  Names = { MethodName.Default },                                  RetryPolicy = new RetryPolicy()                                  {                                      MaxAttempts = 5,                                      InitialBackoff = TimeSpan.FromSeconds(1),                                      MaxBackoff = TimeSpan.FromSeconds(5),                                      BackoffMultiplier = 1.5,                                      RetryableStatusCodes = { StatusCode.Unavailable,                                          StatusCode.Unknown,                                          StatusCode.DeadlineExceeded,                                          StatusCode.Aborted }                                  }                              }                          }                      };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Messaging\NBB.Messaging.Rusi\NBB.Messaging.Rusi.csproj,File,src\Messaging\NBB.Messaging.Rusi\DependencyInjectionExtensions.cs,38,20,M:System.TimeSpan.FromSeconds(System.Int64),,,,,"options.ServiceConfig = new ServiceConfig                      {                          MethodConfigs =                          {                              new MethodConfig()                              {                                  Names = { MethodName.Default },                                  RetryPolicy = new RetryPolicy()                                  {                                      MaxAttempts = 5,                                      InitialBackoff = TimeSpan.FromSeconds(1),                                      MaxBackoff = TimeSpan.FromSeconds(5),                                      BackoffMultiplier = 1.5,                                      RetryableStatusCodes = { StatusCode.Unavailable,                                          StatusCode.Unknown,                                          StatusCode.DeadlineExceeded,                                          StatusCode.Aborted }                                  }                              }                          }                      };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Messaging\NBB.Messaging.Rusi\NBB.Messaging.Rusi.csproj,File,src\Messaging\NBB.Messaging.Rusi\DependencyInjectionExtensions.cs,33,20,T:System.Uri,,,,,"o.Address = new Uri($""http://localhost:{opts.Value.RusiPort}"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Messaging\NBB.Messaging.Rusi\NBB.Messaging.Rusi.csproj,File,src\Messaging\NBB.Messaging.Rusi\DependencyInjectionExtensions.cs,33,20,M:System.Uri.#ctor(System.String),,,,,"o.Address = new Uri($""http://localhost:{opts.Value.RusiPort}"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Messaging\NBB.Messaging.Rusi\NBB.Messaging.Rusi.csproj,File,src\Messaging\NBB.Messaging.Rusi\DependencyInjectionExtensions.cs,33,20,T:System.Uri,,,,,"o.Address = new Uri($""http://localhost:{opts.Value.RusiPort}"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Messaging\NBB.Messaging.Rusi\NBB.Messaging.Rusi.csproj,File,src\Messaging\NBB.Messaging.Rusi\RusiMessagingTransport.cs,74,16,"M:System.TimeSpan.FromMilliseconds(System.Int64,System.Int64)",,,,,subscriptionOptions.AckWaitTime =                      Duration.FromTimeSpan(TimeSpan.FromMilliseconds(transport.AckWait.Value));
