Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\EventStore\NBB.EventStore.AdoNet.Multitenancy\NBB.EventStore.AdoNet.MultiTenancy.csproj,File,src\EventStore\NBB.EventStore.AdoNet.Multitenancy\NBB.EventStore.AdoNet.MultiTenancy.csproj,,,Microsoft.Extensions.Logging.Abstractions 9.0.0,,,,,"Microsoft.Extensions.Logging.Abstractions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Logging.Abstractions, and replace with new package Microsoft.Extensions.Logging.Abstractions 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\EventStore\NBB.EventStore.AdoNet.Multitenancy\NBB.EventStore.AdoNet.MultiTenancy.csproj,File,src\EventStore\NBB.EventStore.AdoNet.Multitenancy\NBB.EventStore.AdoNet.MultiTenancy.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,test\UnitTests\EventStore\NBB.EventStore.AdoNet.Tests\NBB.EventStore.AdoNet.Tests.csproj,File,test\UnitTests\EventStore\NBB.EventStore.AdoNet.Tests\NBB.EventStore.AdoNet.Tests.csproj,,,Microsoft.Extensions.DependencyInjection 9.0.0,,,,,"Microsoft.Extensions.DependencyInjection, 9.0.0  Recommendation:  Remove Microsoft.Extensions.DependencyInjection, and replace with new package Microsoft.Extensions.DependencyInjection 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,test\UnitTests\EventStore\NBB.EventStore.AdoNet.Tests\NBB.EventStore.AdoNet.Tests.csproj,File,test\UnitTests\EventStore\NBB.EventStore.AdoNet.Tests\NBB.EventStore.AdoNet.Tests.csproj,,,Microsoft.Extensions.Configuration 9.0.0,,,,,"Microsoft.Extensions.Configuration, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration, and replace with new package Microsoft.Extensions.Configuration 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,test\UnitTests\EventStore\NBB.EventStore.AdoNet.Tests\NBB.EventStore.AdoNet.Tests.csproj,File,test\UnitTests\EventStore\NBB.EventStore.AdoNet.Tests\NBB.EventStore.AdoNet.Tests.csproj,,,Microsoft.Extensions.Logging 9.0.0,,,,,"Microsoft.Extensions.Logging, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Logging, and replace with new package Microsoft.Extensions.Logging 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,test\UnitTests\EventStore\NBB.EventStore.AdoNet.Tests\NBB.EventStore.AdoNet.Tests.csproj,File,test\UnitTests\EventStore\NBB.EventStore.AdoNet.Tests\NBB.EventStore.AdoNet.Tests.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\EventStore\NBB.EventStore\NBB.EventStore.csproj,File,src\EventStore\NBB.EventStore\NBB.EventStore.csproj,,,Microsoft.Extensions.Configuration.Abstractions 9.0.0,,,,,"Microsoft.Extensions.Configuration.Abstractions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.Abstractions, and replace with new package Microsoft.Extensions.Configuration.Abstractions 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\EventStore\NBB.EventStore\NBB.EventStore.csproj,File,src\EventStore\NBB.EventStore\NBB.EventStore.csproj,,,Microsoft.Extensions.DependencyInjection.Abstractions 9.0.0,,,,,"Microsoft.Extensions.DependencyInjection.Abstractions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.DependencyInjection.Abstractions, and replace with new package Microsoft.Extensions.DependencyInjection.Abstractions 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\EventStore\NBB.EventStore\NBB.EventStore.csproj,File,src\EventStore\NBB.EventStore\NBB.EventStore.csproj,,,Microsoft.Extensions.Logging.Abstractions 9.0.0,,,,,"Microsoft.Extensions.Logging.Abstractions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Logging.Abstractions, and replace with new package Microsoft.Extensions.Logging.Abstractions 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\EventStore\NBB.EventStore\NBB.EventStore.csproj,File,src\EventStore\NBB.EventStore\NBB.EventStore.csproj,,,Newtonsoft.Json 13.0.3,,,,,"Newtonsoft.Json, 13.0.3  Recommendation:  Remove Newtonsoft.Json, and replace with new package Newtonsoft.Json 13.0.4"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\EventStore\NBB.EventStore\NBB.EventStore.csproj,File,src\EventStore\NBB.EventStore\NBB.EventStore.csproj,,,Microsoft.Extensions.Options 9.0.0,,,,,"Microsoft.Extensions.Options, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Options, and replace with new package Microsoft.Extensions.Options 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\EventStore\NBB.EventStore\NBB.EventStore.csproj,File,src\EventStore\NBB.EventStore\NBB.EventStore.csproj,,,Microsoft.Extensions.Configuration.Binder 9.0.0,,,,,"Microsoft.Extensions.Configuration.Binder, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.Binder, and replace with new package Microsoft.Extensions.Configuration.Binder 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\EventStore\NBB.EventStore\NBB.EventStore.csproj,File,src\EventStore\NBB.EventStore\NBB.EventStore.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\EventStore\NBB.EventStore.Effects\NBB.EventStore.Effects.csproj,File,src\EventStore\NBB.EventStore.Effects\NBB.EventStore.Effects.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\EventStore\NBB.EventStore.InMemory\NBB.EventStore.InMemory.csproj,File,src\EventStore\NBB.EventStore.InMemory\NBB.EventStore.InMemory.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,test\UnitTests\EventStore\NBB.EventStore.InMemory.Tests\NBB.EventStore.InMemory.Tests.csproj,File,test\UnitTests\EventStore\NBB.EventStore.InMemory.Tests\NBB.EventStore.InMemory.Tests.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,test\Integration\NBB.EventStore.IntegrationTests\NBB.EventStore.IntegrationTests.csproj,File,test\Integration\NBB.EventStore.IntegrationTests\NBB.EventStore.IntegrationTests.csproj,,,Microsoft.Extensions.Configuration 9.0.0,,,,,"Microsoft.Extensions.Configuration, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration, and replace with new package Microsoft.Extensions.Configuration 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,test\Integration\NBB.EventStore.IntegrationTests\NBB.EventStore.IntegrationTests.csproj,File,test\Integration\NBB.EventStore.IntegrationTests\NBB.EventStore.IntegrationTests.csproj,,,Microsoft.Extensions.Configuration.Json 9.0.0,,,,,"Microsoft.Extensions.Configuration.Json, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.Json, and replace with new package Microsoft.Extensions.Configuration.Json 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,test\Integration\NBB.EventStore.IntegrationTests\NBB.EventStore.IntegrationTests.csproj,File,test\Integration\NBB.EventStore.IntegrationTests\NBB.EventStore.IntegrationTests.csproj,,,Microsoft.Extensions.Configuration.UserSecrets 9.0.0,,,,,"Microsoft.Extensions.Configuration.UserSecrets, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.UserSecrets, and replace with new package Microsoft.Extensions.Configuration.UserSecrets 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,test\Integration\NBB.EventStore.IntegrationTests\NBB.EventStore.IntegrationTests.csproj,File,test\Integration\NBB.EventStore.IntegrationTests\NBB.EventStore.IntegrationTests.csproj,,,Microsoft.Extensions.DependencyInjection 9.0.0,,,,,"Microsoft.Extensions.DependencyInjection, 9.0.0  Recommendation:  Remove Microsoft.Extensions.DependencyInjection, and replace with new package Microsoft.Extensions.DependencyInjection 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,test\Integration\NBB.EventStore.IntegrationTests\NBB.EventStore.IntegrationTests.csproj,File,test\Integration\NBB.EventStore.IntegrationTests\NBB.EventStore.IntegrationTests.csproj,,,Microsoft.Extensions.Logging 9.0.0,,,,,"Microsoft.Extensions.Logging, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Logging, and replace with new package Microsoft.Extensions.Logging 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,test\Integration\NBB.EventStore.IntegrationTests\NBB.EventStore.IntegrationTests.csproj,File,test\Integration\NBB.EventStore.IntegrationTests\NBB.EventStore.IntegrationTests.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,test\Integration\NBB.EventStore.IntegrationTests\NBB.EventStore.IntegrationTests.csproj,File,test\Integration\NBB.EventStore.IntegrationTests\EventStoreDBIntegrationTests.cs,132,12,T:Microsoft.Extensions.DependencyInjection.ServiceCollectionExtensions,,,,,"services.AddMultitenancy(configuration)                 .AddSingleton(Mock.Of<ITenantContextAccessor>(x =>                     x.TenantContext == new TenantContext(new Tenant(Guid.NewGuid(), null, true))));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,test\Integration\NBB.EventStore.IntegrationTests\NBB.EventStore.IntegrationTests.csproj,File,test\Integration\NBB.EventStore.IntegrationTests\SnapshotStoreDBIntegrationTests.cs,157,12,T:Microsoft.Extensions.DependencyInjection.ServiceCollectionExtensions,,,,,"services.AddMultitenancy(configuration)                 .AddSingleton(Mock.Of<ITenantContextAccessor>(x =>                             x.TenantContext == new TenantContext(new Tenant(Guid.NewGuid(), null, true))));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,test\Integration\NBB.EventStore.IntegrationTests\NBB.EventStore.IntegrationTests.csproj,File,test\Integration\NBB.EventStore.IntegrationTests\EnvironmentFixture.cs,26,12,"M:System.Environment.SetEnvironmentVariable(System.String,System.String)",,,,,"Environment.SetEnvironmentVariable(EnvironmentKey, _initialEnvironment);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,test\Integration\NBB.EventStore.IntegrationTests\NBB.EventStore.IntegrationTests.csproj,File,test\Integration\NBB.EventStore.IntegrationTests\EnvironmentFixture.cs,20,16,"M:System.Environment.SetEnvironmentVariable(System.String,System.String)",,,,,"Environment.SetEnvironmentVariable(EnvironmentKey, ""Development"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,test\Integration\NBB.EventStore.IntegrationTests\NBB.EventStore.IntegrationTests.csproj,File,test\Integration\NBB.EventStore.IntegrationTests\EnvironmentFixture.cs,20,16,"M:System.Environment.SetEnvironmentVariable(System.String,System.String)",,,,,"Environment.SetEnvironmentVariable(EnvironmentKey, ""Development"");"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,test\UnitTests\EventStore\NBB.EventStore.Tests\NBB.EventStore.Tests.csproj,File,test\UnitTests\EventStore\NBB.EventStore.Tests\NBB.EventStore.Tests.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Http\NBB.Http.Effects\NBB.Http.Effects.csproj,File,src\Http\NBB.Http.Effects\NBB.Http.Effects.csproj,,,Microsoft.Extensions.DependencyInjection.Abstractions 9.0.0,,,,,"Microsoft.Extensions.DependencyInjection.Abstractions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.DependencyInjection.Abstractions, and replace with new package Microsoft.Extensions.DependencyInjection.Abstractions 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Http\NBB.Http.Effects\NBB.Http.Effects.csproj,File,src\Http\NBB.Http.Effects\NBB.Http.Effects.csproj,,,Microsoft.Extensions.Http 9.0.0,,,,,"Microsoft.Extensions.Http, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Http, and replace with new package Microsoft.Extensions.Http 10.0.1"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,src\Http\NBB.Http.Effects\NBB.Http.Effects.csproj,File,src\Http\NBB.Http.Effects\NBB.Http.Effects.csproj,,,System.Net.Http 4.3.4,,,,,"System.Net.Http, 4.3.4  Recommendation:  Package functionality included with new framework reference"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Http\NBB.Http.Effects\NBB.Http.Effects.csproj,File,src\Http\NBB.Http.Effects\NBB.Http.Effects.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Http\NBB.Http.Effects\NBB.Http.Effects.csproj,File,src\Http\NBB.Http.Effects\DependencyInjectionExtensions.cs,14,12,M:Microsoft.Extensions.DependencyInjection.HttpClientFactoryServiceCollectionExtensions.AddHttpClient(Microsoft.Extensions.DependencyInjection.IServiceCollection),,,,,services.AddHttpClient();
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,test\UnitTests\Http\NBB.Http.Effects.Tests\NBB.Http.Effects.Tests.csproj,File,test\UnitTests\Http\NBB.Http.Effects.Tests\NBB.Http.Effects.Tests.csproj,,,Microsoft.Extensions.DependencyInjection 9.0.0,,,,,"Microsoft.Extensions.DependencyInjection, 9.0.0  Recommendation:  Remove Microsoft.Extensions.DependencyInjection, and replace with new package Microsoft.Extensions.DependencyInjection 10.0.1"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,test\UnitTests\Http\NBB.Http.Effects.Tests\NBB.Http.Effects.Tests.csproj,File,test\UnitTests\Http\NBB.Http.Effects.Tests\NBB.Http.Effects.Tests.csproj,,,System.Net.Http 4.3.4,,,,,"System.Net.Http, 4.3.4  Recommendation:  Package functionality included with new framework reference"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,test\UnitTests\Http\NBB.Http.Effects.Tests\NBB.Http.Effects.Tests.csproj,File,test\UnitTests\Http\NBB.Http.Effects.Tests\NBB.Http.Effects.Tests.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,test\UnitTests\Http\NBB.Http.Effects.Tests\NBB.Http.Effects.Tests.csproj,File,test\UnitTests\Http\NBB.Http.Effects.Tests\HttpEffectsTests.cs,65,12,T:System.Net.Http.HttpContent,,,,,"return Task.FromResult(new HttpResponseMessage             {                 StatusCode = HttpStatusCode.OK,                 Content = new StringContent(""my string, that needs to be returned"")             });"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,test\UnitTests\Http\NBB.Http.Effects.Tests\NBB.Http.Effects.Tests.csproj,File,test\UnitTests\Http\NBB.Http.Effects.Tests\HttpEffectsTests.cs,52,12,T:System.Uri,,,,,httpHandler.Verify(m=> m.Method == HttpMethod.Get && m.RequestUri.OriginalString == url);
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,samples\MicroServices\NBB.Invoices\NBB.Invoices.Api\NBB.Invoices.Api.csproj,File,samples\MicroServices\NBB.Invoices\NBB.Invoices.Api\NBB.Invoices.Api.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,samples\MicroServices\NBB.Invoices\NBB.Invoices.Application\NBB.Invoices.Application.csproj,File,samples\MicroServices\NBB.Invoices\NBB.Invoices.Application\NBB.Invoices.Application.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Invoices\NBB.Invoices.Data\NBB.Invoices.Data.csproj,File,samples\MicroServices\NBB.Invoices\NBB.Invoices.Data\NBB.Invoices.Data.csproj,,,Microsoft.EntityFrameworkCore.SqlServer 9.0.0,,,,,"Microsoft.EntityFrameworkCore.SqlServer, 9.0.0  Recommendation:  Remove Microsoft.EntityFrameworkCore.SqlServer, and replace with new package Microsoft.EntityFrameworkCore.SqlServer 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,samples\MicroServices\NBB.Invoices\NBB.Invoices.Data\NBB.Invoices.Data.csproj,File,samples\MicroServices\NBB.Invoices\NBB.Invoices.Data\NBB.Invoices.Data.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,samples\MicroServices\NBB.Invoices\NBB.Invoices.Domain\NBB.Invoices.Domain.csproj,File,samples\MicroServices\NBB.Invoices\NBB.Invoices.Domain\NBB.Invoices.Domain.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp.Api\NBB.Invoices.FSharp.Api.fsproj,File,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp.Api\NBB.Invoices.FSharp.Api.fsproj,,,Microsoft.Extensions.Configuration.EnvironmentVariables 9.0.0,,,,,"Microsoft.Extensions.Configuration.EnvironmentVariables, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.EnvironmentVariables, and replace with new package Microsoft.Extensions.Configuration.EnvironmentVariables 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp.Api\NBB.Invoices.FSharp.Api.fsproj,File,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp.Api\NBB.Invoices.FSharp.Api.fsproj,,,Microsoft.Extensions.Configuration.Json 9.0.0,,,,,"Microsoft.Extensions.Configuration.Json, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.Json, and replace with new package Microsoft.Extensions.Configuration.Json 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp.Api\NBB.Invoices.FSharp.Api.fsproj,File,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp.Api\NBB.Invoices.FSharp.Api.fsproj,,,Microsoft.Extensions.Configuration.UserSecrets 9.0.0,,,,,"Microsoft.Extensions.Configuration.UserSecrets, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.UserSecrets, and replace with new package Microsoft.Extensions.Configuration.UserSecrets 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp.Api\NBB.Invoices.FSharp.Api.fsproj,File,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp.Api\NBB.Invoices.FSharp.Api.fsproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp\NBB.Invoices.FSharp.fsproj,File,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp\NBB.Invoices.FSharp.fsproj,,,Microsoft.Extensions.DependencyInjection.Abstractions 9.0.0,,,,,"Microsoft.Extensions.DependencyInjection.Abstractions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.DependencyInjection.Abstractions, and replace with new package Microsoft.Extensions.DependencyInjection.Abstractions 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp\NBB.Invoices.FSharp.fsproj,File,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp\NBB.Invoices.FSharp.fsproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp.Worker\NBB.Invoices.FSharp.Worker.fsproj,File,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp.Worker\NBB.Invoices.FSharp.Worker.fsproj,,,Microsoft.Extensions.Configuration.EnvironmentVariables 9.0.0,,,,,"Microsoft.Extensions.Configuration.EnvironmentVariables, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.EnvironmentVariables, and replace with new package Microsoft.Extensions.Configuration.EnvironmentVariables 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp.Worker\NBB.Invoices.FSharp.Worker.fsproj,File,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp.Worker\NBB.Invoices.FSharp.Worker.fsproj,,,Microsoft.Extensions.Configuration.Json 9.0.0,,,,,"Microsoft.Extensions.Configuration.Json, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.Json, and replace with new package Microsoft.Extensions.Configuration.Json 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp.Worker\NBB.Invoices.FSharp.Worker.fsproj,File,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp.Worker\NBB.Invoices.FSharp.Worker.fsproj,,,Microsoft.Extensions.Configuration.UserSecrets 9.0.0,,,,,"Microsoft.Extensions.Configuration.UserSecrets, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.UserSecrets, and replace with new package Microsoft.Extensions.Configuration.UserSecrets 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp.Worker\NBB.Invoices.FSharp.Worker.fsproj,File,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp.Worker\NBB.Invoices.FSharp.Worker.fsproj,,,Microsoft.Extensions.DependencyInjection 9.0.0,,,,,"Microsoft.Extensions.DependencyInjection, 9.0.0  Recommendation:  Remove Microsoft.Extensions.DependencyInjection, and replace with new package Microsoft.Extensions.DependencyInjection 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp.Worker\NBB.Invoices.FSharp.Worker.fsproj,File,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp.Worker\NBB.Invoices.FSharp.Worker.fsproj,,,Microsoft.Extensions.Logging 9.0.0,,,,,"Microsoft.Extensions.Logging, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Logging, and replace with new package Microsoft.Extensions.Logging 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp.Worker\NBB.Invoices.FSharp.Worker.fsproj,File,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp.Worker\NBB.Invoices.FSharp.Worker.fsproj,,,Microsoft.Extensions.Logging.Console 9.0.0,,,,,"Microsoft.Extensions.Logging.Console, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Logging.Console, and replace with new package Microsoft.Extensions.Logging.Console 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp.Worker\NBB.Invoices.FSharp.Worker.fsproj,File,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp.Worker\NBB.Invoices.FSharp.Worker.fsproj,,,Microsoft.Extensions.Hosting 9.0.0,,,,,"Microsoft.Extensions.Hosting, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Hosting, and replace with new package Microsoft.Extensions.Hosting 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp.Worker\NBB.Invoices.FSharp.Worker.fsproj,File,samples\MicroServices\NBB.Invoices.FSharp\NBB.Invoices.FSharp.Worker\NBB.Invoices.FSharp.Worker.fsproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Invoices\NBB.Invoices.Migrations\NBB.Invoices.Migrations.csproj,File,samples\MicroServices\NBB.Invoices\NBB.Invoices.Migrations\NBB.Invoices.Migrations.csproj,,,Microsoft.EntityFrameworkCore.Design 9.0.0,,,,,"Microsoft.EntityFrameworkCore.Design, 9.0.0  Recommendation:  Remove Microsoft.EntityFrameworkCore.Design, and replace with new package Microsoft.EntityFrameworkCore.Design 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Invoices\NBB.Invoices.Migrations\NBB.Invoices.Migrations.csproj,File,samples\MicroServices\NBB.Invoices\NBB.Invoices.Migrations\NBB.Invoices.Migrations.csproj,,,Microsoft.Extensions.Configuration.Json 9.0.0,,,,,"Microsoft.Extensions.Configuration.Json, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.Json, and replace with new package Microsoft.Extensions.Configuration.Json 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Invoices\NBB.Invoices.Migrations\NBB.Invoices.Migrations.csproj,File,samples\MicroServices\NBB.Invoices\NBB.Invoices.Migrations\NBB.Invoices.Migrations.csproj,,,Microsoft.Extensions.Configuration.UserSecrets 9.0.0,,,,,"Microsoft.Extensions.Configuration.UserSecrets, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.UserSecrets, and replace with new package Microsoft.Extensions.Configuration.UserSecrets 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,samples\MicroServices\NBB.Invoices\NBB.Invoices.Migrations\NBB.Invoices.Migrations.csproj,File,samples\MicroServices\NBB.Invoices\NBB.Invoices.Migrations\NBB.Invoices.Migrations.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,samples\MicroServices\NBB.Invoices\NBB.Invoices.PublishedLanguage\NBB.Invoices.PublishedLanguage.csproj,File,samples\MicroServices\NBB.Invoices\NBB.Invoices.PublishedLanguage\NBB.Invoices.PublishedLanguage.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Invoices\NBB.Invoices.Worker\NBB.Invoices.Worker.csproj,File,samples\MicroServices\NBB.Invoices\NBB.Invoices.Worker\NBB.Invoices.Worker.csproj,,,Microsoft.Extensions.Configuration.EnvironmentVariables 9.0.0,,,,,"Microsoft.Extensions.Configuration.EnvironmentVariables, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.EnvironmentVariables, and replace with new package Microsoft.Extensions.Configuration.EnvironmentVariables 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Invoices\NBB.Invoices.Worker\NBB.Invoices.Worker.csproj,File,samples\MicroServices\NBB.Invoices\NBB.Invoices.Worker\NBB.Invoices.Worker.csproj,,,Microsoft.Extensions.Configuration.Json 9.0.0,,,,,"Microsoft.Extensions.Configuration.Json, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.Json, and replace with new package Microsoft.Extensions.Configuration.Json 10.0.1"
